שנ דובר שקרים לא יכון נגד ײ  ר מני בריה דר יונה הוה 	yerushalmi.Beitzah.13	Exodus.3	bavli.Ketubot.73::midrash.Yalkut_Shimoni_on_Nach.283:::::bavli.Yevamot.134:midrash.Midrash_Tehillim.101::::bavli.Bava_Batra.109:yerushalmi.Rosh_Hashanah.5:yerushalmi.Pesachim.51:	mishnah.Ketubot.1::midrash.Pesikta_D'Rav_Kahanna.15:::::midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai.Additions.3:::::bavli.Niddah.88:yerushalmi.Beitzah.13:bavli.Zevachim.215:
מצערי ליה ביה נשיאה אזל אשתטח אמערתא דאכזה	yerushalmi.Beitzah.13		midrash.Midrash_Tehillim.101::::bavli.Bava_Batra.109:yerushalmi.Rosh_Hashanah.5:yerushalmi.Pesachim.51::bavli.Yevamot.125:bavli.Eruvin.151:::midrash.Ein_Yaakov.Taanit.3:bavli.Bava_Metzia.170:midrash.Ein_Yaakov.Taanit.3:	::::bavli.Niddah.88:yerushalmi.Beitzah.13:bavli.Zevachim.215::bavli.Gittin.134:::::midrash.Ein_Yaakov.Bava Metzia.7::
אמא חד הוה חלפי להתם אבקוט כרעי דסוסוותהו ער דקבלו על	midrash.Ein_Yaakov.Taanit.3	Exodus.4	bavli.Eruvin.151:::midrash.Ein_Yaakov.Taanit.3:bavli.Bava_Metzia.170:midrash.Ein_Yaakov.Taanit.3:midrash.Ein_Yaakov.Taanit.3::yerushalmi.Niddah.4:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46::	::::midrash.Ein_Yaakov.Bava Metzia.7::::yerushalmi.Sanhedrin.24:midrash.Ein_Yaakov.Taanit.3::::midrash.Ein_Yaakov.Taanit.3::
עליה דלא מצערו ליה  כת כי החיים אדעים שימותו והמתי	bavli.Taanit.46	Ecclesiastes.4	:yerushalmi.Niddah.4:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:::midrash.Ein_Yaakov.Taanit.3:bavli.Berakhot.95:bavli.Yevamot.125::::	:yerushalmi.Sanhedrin.24:midrash.Ein_Yaakov.Taanit.3::::midrash.Ein_Yaakov.Taanit.3::::bavli.Taanit.46:bavli.Nedarim.78::::
אינם יודעים מאומה ודריש התם כצדיקי ורשעים 	bavli.Taanit.46	Ecclesiastes.9	bavli.Taanit.46:bavli.Taanit.46:bavli.Taanit.46:::midrash.Ein_Yaakov.Taanit.3:bavli.Berakhot.95:bavli.Yevamot.125::::::::	::midrash.Ein_Yaakov.Taanit.3::::bavli.Taanit.46:bavli.Nedarim.78::::::::
מעשה בחסיד אחד שנתו דצר לעני בערב ראש רשנה בשני	bavli.Berakhot.36	Isaiah.9	::::::::midrash.Midrash_Tanchuma_Buber.Bereshit.27:bavli.Berakhot.36:bavli.Sanhedrin.83:::bavli.Berakhot.36:mishnah.Rosh_Hashanah.4:	::::::::bavli.Bava_Kamma.206:minor_tractate.Avot_D'Rabbi_Natan.3::::midrash.Ein_Yaakov.Berakhot.3:bavli.Berakhot.36:
בצרות והקניטתו אשתו ש והלך ולן בבית הקברות י 	bavli.Berakhot.36		bavli.Berakhot.36:bavli.Sanhedrin.83:::bavli.Berakhot.36:mishnah.Rosh_Hashanah.4:bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36::::midrash.Sifrei_Devarim.172:yerushalmi.Terumot.3:bavli.Nedarim.7:	minor_tractate.Avot_D'Rabbi_Natan.3::::midrash.Ein_Yaakov.Berakhot.3:bavli.Berakhot.36:midrash.Ein_Yaakov.Berakhot.3:minor_tractate.Avot_D'Rabbi_Natan.3:minor_tractate.Avot_D'Rabbi_Natan.3::::bavli.Berakhot.36:yerushalmi.Gittin.76::
שמע שני רוחות שמספרות זו עם זו אמ לה חברתי בואי ונשוט	bavli.Berakhot.36	Jeremiah.33	bavli.Berakhot.36::::midrash.Sifrei_Devarim.172:yerushalmi.Terumot.3:bavli.Nedarim.7::midrash.Yalkut_Shimoni_on_Torah.292:::bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36:	minor_tractate.Avot_D'Rabbi_Natan.3::::bavli.Berakhot.36:yerushalmi.Gittin.76:::midrash.Sifrei_Bamidbar.158:::minor_tractate.Avot_D'Rabbi_Natan.3:midrash.Ein_Yaakov.Berakhot.3:minor_tractate.Avot_D'Rabbi_Natan.3:minor_tractate.Avot_D'Rabbi_Natan.3:
בעולם  אמ לה אינני יכולה שאבי מכוסה במחצלת של קנים אלא	bavli.Berakhot.36	Isaiah.13	::bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36:bavli.Berakhot.36::midrash.Sifrei_Devarim.7:yerushalmi.Bava_Batra.8:bavli.Berakhot.36::::midrash.Midrash_Tanchuma_Buber.Emor.8:	::minor_tractate.Avot_D'Rabbi_Natan.3:midrash.Ein_Yaakov.Berakhot.3:minor_tractate.Avot_D'Rabbi_Natan.3:minor_tractate.Avot_D'Rabbi_Natan.3:minor_tractate.Avot_D'Rabbi_Natan.3::bavli.Bava_Kamma.235:bavli.Bava_Batra.40:midrash.Ein_Yaakov.Berakhot.3::::bavli.Berakhot.36:
לכי את ומה שתשמעי בואי ותספרי לי הלכה ושמעה ואמרה	bavli.Berakhot.36	Psalms.86	yerushalmi.Bava_Batra.8:bavli.Berakhot.36::::midrash.Midrash_Tanchuma_Buber.Emor.8:bavli.Berakhot.36:bavli.Berakhot.36:midrash.Midrash_Tehillim.4:::::::	bavli.Bava_Batra.40:midrash.Ein_Yaakov.Berakhot.3::::bavli.Berakhot.36:minor_tractate.Avot_D'Rabbi_Natan.3:minor_tractate.Avot_D'Rabbi_Natan.3:midrash.Devarim_Rabbah.5:::::::
שמעתי מאחורי הפרגוד שכל הזורע בזריעה ראשונה ברד 	bavli.Berakhot.36		midrash.Midrash_Tehillim.4::::::::minor_tractate.Avot_D'Rabbi_Natan.3:bavli.Chagigah.29::::::	midrash.Devarim_Rabbah.5:::::::::bavli.Berakhot.36::::::
מלקה  מה עשה אותו האיש זרע בשנייה  וכן עשה בשנה שניי	bavli.Berakhot.36	Ezekiel.32	:minor_tractate.Avot_D'Rabbi_Natan.3:bavli.Chagigah.29::::::bavli.Berakhot.36::midrash.Midrash_Tanchuma.Re'eh.7:::::	::bavli.Berakhot.36::::::minor_tractate.Avot_D'Rabbi_Natan.3::midrash.Yalkut_Shimoni_on_Torah.166:::::
ובשלישית נתגלה הדבר ואמ חברתי דברים שבני לבצך נשמע	bavli.Berakhot.36		:midrash.Midrash_Tanchuma.Re'eh.7:::::::::::bavli.Berakhot.36::midrash.Sifrei_Devarim.306:	:midrash.Yalkut_Shimoni_on_Torah.166:::::::::::midrash.Yalkut_Shimoni_on_Nach.242:::
בין החיים אלמא דמתים יודעים עתידות  מעשה בועירי	bavli.Berakhot.36	Deuteronomy.1	:::::bavli.Berakhot.36::midrash.Sifrei_Devarim.306::midrash.Yalkut_Shimoni_on_Torah.794:midrash.Pesikta_Rabbati.1:::::	:::::midrash.Yalkut_Shimoni_on_Nach.242::::bavli.Berakhot.36::::::
ראפקיד זודיה גבי אושפיזכניה עד דיותי ואזיל	bavli.Berakhot.36		midrash.Sifrei_Devarim.306::midrash.Yalkut_Shimoni_on_Torah.794:midrash.Pesikta_Rabbati.1:::::::::bavli.Berakhot.36::midrash.Ein_Yaakov.Taanit.3:	::bavli.Berakhot.36:::::::::::::
לבי רב שכיבא אושפי זכניה אזל בתריה לבית הקברות אל זוזי	bavli.Berakhot.36		:bavli.Berakhot.36::midrash.Ein_Yaakov.Taanit.3::bavli.Ketubot.124:bavli.Berakhot.36:::::midrash.Yalkut_Shimoni_on_Torah.865::midrash.Sifrei_Devarim.225::	:::::bavli.Chullin.190:midrash.Ein_Yaakov.Berakhot.3:::::::mishnah.Oholot.4::
היבא אל שקלינהו מתותיה ענורא דדשא  ועוד מעש	bavli.Berakhot.36		:::midrash.Yalkut_Shimoni_on_Torah.865::midrash.Sifrei_Devarim.225::yerushalmi.Ketubot.81::::bavli.Berakhot.36:bavli.Berakhot.36:::	:::::mishnah.Oholot.4::mishnah.Ketubot.6::::::::
דאבוה דשמואל הוה מפקדי ליה זוזי דיתמי כי	bavli.Berakhot.36		:::bavli.Berakhot.36:bavli.Berakhot.36:::::bavli.Yevamot.230:bavli.Berakhot.36:bavli.Bava_Kamma.234::bavli.Berakhot.36:bavli.Berakhot.36:	:::::::::bavli.Shabbat.216:midrash.Ein_Yaakov.Berakhot.3:::bavli.Bava_Metzia.58:midrash.Ein_Yaakov.Berakhot.3:
וח נפשיה לא הזה שמואל לגביה כי אתא שמואל הזה קרייה	bavli.Berakhot.36		bavli.Bava_Kamma.234::bavli.Berakhot.36:bavli.Berakhot.36:::midrash.Ein_Yaakov.Bava Metzia.7:bavli.Keritot.47:bavli.Berakhot.36:bavli.Berakhot.36::midrash.Yalkut_Shimoni_on_Nach.309:bavli.Avodah_Zarah.145:midrash.Yalkut_Shimoni_on_Nach.100::	::bavli.Bava_Metzia.58:midrash.Ein_Yaakov.Berakhot.3::::yerushalmi.Berakhot.134:midrash.Shir_HaShirim_Rabbah.1.8:midrash.Ein_Yaakov.Berakhot.3::bavli.Ketubot.123:bavli.Sukkah.34:bavli.Chullin.106::
ליה חדי גברא דאכיל זזזי דיתמי אדל שמואל לבית הקברות אמ	bavli.Berakhot.36		midrash.Yalkut_Shimoni_on_Nach.309:bavli.Avodah_Zarah.145:midrash.Yalkut_Shimoni_on_Nach.100::::bavli.Shabbat.156:::bavli.Berakhot.36:bavli.Berakhot.36::midrash.Ruth_Rabbah..4::midrash.Sifrei_Devarim.225:	bavli.Ketubot.123:bavli.Sukkah.34:bavli.Chullin.106::::bavli.Shabbat.157:::midrash.Ein_Yaakov.Berakhot.3:midrash.Ein_Yaakov.Berakhot.3::midrash.Tanna_Debei_Eliyahu_Rabbah.13::mishnah.Oholot.4:
אבא היכא אמרו לו המתים טובא אבא איכא אבא בר אבא 	midrash.Ein_Yaakov.Berakhot.3	Haggai.2	bavli.Berakhot.36::midrash.Ruth_Rabbah..4::midrash.Sifrei_Devarim.225:midrash.Pesikta_Rabbati.21:bavli.Ketubot.79:midrash.Yalkut_Shimoni_on_Nach.594:midrash.Midrash_Tanchuma_Buber.Chukat.30:::bavli.Chagigah.35:midrash.Ein_Yaakov.Khullin.11:bavli.Gittin.164:bavli.Bava_Batra.43:	midrash.Ein_Yaakov.Berakhot.3::midrash.Tanna_Debei_Eliyahu_Rabbah.13::mishnah.Oholot.4::midrash.Ein_Yaakov.Sukkah.3:bavli.Shabbat.177:minor_tractate.Avot_D'Rabbi_Natan.6:::midrash.Ein_Yaakov.Berakhot.3:bavli.Ketubot.24:yerushalmi.Yevamot.48:bavli.Bava_Batra.333:
מבוה דשמוול אמר ליה סליק ליה למתבתא דרקיעא  פרשי	midrash.Ein_Yaakov.Berakhot.3		::bavli.Chagigah.35:midrash.Ein_Yaakov.Khullin.11:bavli.Gittin.164:bavli.Bava_Batra.43:bavli.Bava_Batra.42:midrash.Yalkut_Shimoni_on_Nach.100:bavli.Beitzah.17:bavli.Eruvin.147:bavli.Pesachim.94:yerushalmi.Yoma.47:bavli.Yevamot.242:bavli.Sotah.14::	::midrash.Ein_Yaakov.Berakhot.3:bavli.Ketubot.24:yerushalmi.Yevamot.48:bavli.Bava_Batra.333:yerushalmi.Eiruvin.82:bavli.Berakhot.36:bavli.Zevachim.16:bavli.Nedarim.12:bavli.Pesachim.6:bavli.Bava_Kamma.170::bavli.Makkot.22::
	midrash.Ein_Yaakov.Berakhot.3		:bavli.Chagigah.35:midrash.Ein_Yaakov.Khullin.11:bavli.Gittin.164:bavli.Bava_Batra.43:bavli.Bava_Batra.42:midrash.Yalkut_Shimoni_on_Nach.100:bavli.Beitzah.17:bavli.Eruvin.147:bavli.Pesachim.94:yerushalmi.Yoma.47:bavli.Yevamot.242:bavli.Sotah.14:::	:midrash.Ein_Yaakov.Berakhot.3:bavli.Ketubot.24:yerushalmi.Yevamot.48:bavli.Bava_Batra.333:yerushalmi.Eiruvin.82:bavli.Berakhot.36:bavli.Zevachim.16:bavli.Nedarim.12:bavli.Pesachim.6:bavli.Bava_Kamma.170::bavli.Makkot.22:::
שנגלו לו כאילו הם מקבריהם יושבים בע גולה חזייה שמואל 	bavli.Bava_Kamma.170		yerushalmi.Yoma.47:bavli.Yevamot.242:bavli.Sotah.14::::::yerushalmi.Bava_Metsia.12:::::::	bavli.Bava_Kamma.170::bavli.Makkot.22::::::yerushalmi.Sanhedrin.23:::::::
ללוי שהיה חברו דיתיב אבראי פי חוץ לישיבה של שאר מתים	bavli.Bava_Kamma.170	Genesis.26	:::::::::::::::	:::::::::::::::
אל מאי טעמ לא סליק אל כל הנך שני דלא עילת למתינתא דר 	bavli.Bava_Kamma.170	Deuteronomy.32	::::::tosefta.Makkot.3:yerushalmi.Demai.65:midrash.Yalkut_Shimoni_on_Nach.1024:bavli.Eruvin.205:bavli.Kiddushin.99:bavli.Berakhot.36::::	:::::::yerushalmi.Orlah.24:midrash.Ein_Yaakov.Yevamot.3:bavli.Beitzah.5:bavli.Eruvin.169:bavli.Pesachim.167::::
אפס כדאי בכתובו פ הנושא  חזייה דהוה בכי וחייך  אבוה דשמו	bavli.Berakhot.36		bavli.Berakhot.36:::::bavli.Sanhedrin.172::::::bavli.Berakhot.10::::	bavli.Pesachim.167:::::::::::bavli.Berakhot.36::::
אל מאיטעמ בכית אל דמטא זימנך למיתה ומאי טעמ חייכת	bavli.Berakhot.36		:bavli.Berakhot.10::::yerushalmi.Shabbat.153::::::::yerushalmi.Shabbat.30::	:bavli.Berakhot.36::::bavli.Berakhot.77::::::::::
דחשיבת כולי האי בעלמא  וזוזי דיתמי זיל שקלינהו כו  	bavli.Berakhot.36		::::yerushalmi.Shabbat.30::bavli.Berakhot.36::midrash.Ein_Yaakov.Sanhedrin.11:::::::	::::::midrash.Ein_Yaakov.Berakhot.3:::::::::
מה היא הנפש ברכי נפשי אתיײי אמ דוד הנפש שנתת	midrash.Ein_Yaakov.Sanhedrin.11	I_Samuel.26	midrash.Ein_Yaakov.Sanhedrin.11::::::::midrash.Yalkut_Shimoni_on_Nach.674::midrash.Midrash_Tehillim.104:::midrash.Midrash_Tanchuma_Buber.Bamidbar.32::	::::::::midrash.Yalkut_Shimoni_on_Torah.30::midrash.Midrash_Tehillim.18:::midrash.Midrash_Tehillim.103::
בי אין אדם יודע מקומה ואין אדם יודע	midrash.Midrash_Tehillim.103	II_Chronicles.6	:midrash.Yalkut_Shimoni_on_Nach.674::midrash.Midrash_Tehillim.104:::midrash.Midrash_Tanchuma_Buber.Bamidbar.32::bavli.Taanit.44:bavli.Bekhorot.26:midrash.Yalkut_Shimoni_on_Torah.862:midrash.Midrash_Tehillim.103:::midrash.Yalkut_Shimoni_on_Nach.297:	:midrash.Yalkut_Shimoni_on_Torah.30::midrash.Midrash_Tehillim.18:::midrash.Midrash_Tehillim.103::midrash.Tanna_Debei_Eliyahu_Rabbah.17:bavli.Shabbat.302:midrash.Midrash_Tanchuma_Buber.Vayakhel.1::::bavli.Pesachim.108:
מקומו של עולם ואפי חיות הקדש שטוענות את כסאו או ברוך	midrash.Midrash_Tehillim.103		midrash.Midrash_Tehillim.103:::midrash.Yalkut_Shimoni_on_Nach.297:midrash.Midrash_Tehillim.103::midrash.Yalkut_Shimoni_on_Torah.117:midrash.Midrash_Tehillim.75:::midrash.Midrash_Tehillim.103:::tosefta.Bava_Metzia.11::	:::bavli.Pesachim.108:::midrash.Yalkut_Shimoni_on_Nach.563:midrash.Midrash_Tanchuma.Beha'alotcha.5::::::midrash.Devarim_Rabbah.11::
כבוד ײ ממקומו  תנא נפש שהיא יחידה שאין אדם ידע את	midrash.Midrash_Tehillim.103	Judges.11	midrash.Midrash_Tehillim.103:::tosefta.Bava_Metzia.11:::::::midrash.Devarim_Rabbah.2:midrash.Vayikra_Rabbah.4::midrash.Yalkut_Shimoni_on_Nach.297:midrash.Midrash_Tanchuma_Buber.Vayakhel.1:	:::midrash.Devarim_Rabbah.11::::::::::bavli.Pesachim.108:midrash.Pirkei_DeRabbi_Eliezer.2:
מקומה ותקלם למקום שהוא יחיד ואין אדם אדע את מקומו  	midrash.Midrash_Tanchuma_Buber.Tazria.7	Job.28	::midrash.Devarim_Rabbah.2:midrash.Vayikra_Rabbah.4::midrash.Yalkut_Shimoni_on_Nach.297:midrash.Midrash_Tanchuma_Buber.Vayakhel.1::::midrash.Yalkut_Shimoni_on_Torah.521:midrash.Midrash_Tanchuma_Buber.Shemot.14:midrash.Yalkut_Shimoni_on_Torah.77:midrash.Yalkut_Shimoni_on_Torah.491:midrash.Midrash_Tanchuma_Buber.Tazria.7:	:::::bavli.Pesachim.108:midrash.Pirkei_DeRabbi_Eliezer.2:::::midrash.Midrash_Tanchuma_Buber.Vayera.21::midrash.Yalkut_Shimoni_on_Torah.114:midrash.Sifrei_Devarim.325:
ביעשה באדם אחד ששאל את רג באיזה מקום ﭏהיבם 	midrash.Midrash_Tanchuma_Buber.Tazria.7	I_Kings.19	::midrash.Yalkut_Shimoni_on_Torah.521:midrash.Midrash_Tanchuma_Buber.Shemot.14:midrash.Yalkut_Shimoni_on_Torah.77:midrash.Yalkut_Shimoni_on_Torah.491:midrash.Midrash_Tanchuma_Buber.Tazria.7::::midrash.Midrash_Tanchuma_Buber.Balak.24:midrash.Midrash_Tanchuma_Buber.Bereshit.8:midrash.Midrash_Tanchuma_Buber.Tazria.7:midrash.Pesikta_Rabbati.14::	:::midrash.Midrash_Tanchuma_Buber.Vayera.21::midrash.Yalkut_Shimoni_on_Torah.114:midrash.Sifrei_Devarim.325::::midrash.Shir_HaShirim_Rabbah.1.14:yerushalmi.Berakhot.64:yerushalmi.Eiruvin.24:::
כתוו אל איני יודע  אל זו היא תפלתכם וחכמתכם	midrash.Midrash_Tanchuma_Buber.Tazria.7	Habakkuk.1	midrash.Midrash_Tanchuma_Buber.Tazria.7::::midrash.Midrash_Tanchuma_Buber.Balak.24:midrash.Midrash_Tanchuma_Buber.Bereshit.8:midrash.Midrash_Tanchuma_Buber.Tazria.7:midrash.Pesikta_Rabbati.14::::yerushalmi.Sanhedrin.111:bavli.Nedarim.174:midrash.Yalkut_Shimoni_on_Nach.587:midrash.Midrash_Tehillim.103:	midrash.Sifrei_Devarim.325::::midrash.Shir_HaShirim_Rabbah.1.14:yerushalmi.Berakhot.64:yerushalmi.Eiruvin.24:::::midrash.Yalkut_Shimoni_on_Torah.294:bavli.Nedarim.157:midrash.Midrash_Tehillim.103::
שאתם מתפללין לפניו בכל אם ואם ואין אתם יודעין את מקומו אל	midrash.Midrash_Tehillim.103	II_Chronicles.5	::yerushalmi.Sanhedrin.111:bavli.Nedarim.174:midrash.Yalkut_Shimoni_on_Nach.587:midrash.Midrash_Tehillim.103:midrash.Midrash_Tehillim.103:midrash.Yalkut_Shimoni_on_Nach.857:midrash.Midrash_Tanchuma_Buber.Ki Tavo.3:midrash.Yalkut_Shimoni_on_Nach.857:mishnah.Keritot.4:mishnah.Niddah.4:midrash.Yalkut_Shimoni_on_Nach.857:midrash.Sifrei_Devarim.57:midrash.Yalkut_Shimoni_on_Nach.563:	::midrash.Yalkut_Shimoni_on_Torah.294:bavli.Nedarim.157:midrash.Midrash_Tehillim.103:::midrash.Midrash_Tehillim.103:midrash.Yalkut_Shimoni_on_Nach.857:midrash.Midrash_Tehillim.103:yerushalmi.Horayot.26:yerushalmi.Niddah.24:midrash.Midrash_Tehillim.103:midrash.Midrash_Tanchuma_Buber.Sh'lach.12:midrash.Yalkut_Shimoni_on_Torah.117:
זה דבר ששאלת רחוק ממנו ג אלפים וה מאות שנה מהלך אדם	midrash.Midrash_Tehillim.103	I_Kings.20	midrash.Yalkut_Shimoni_on_Nach.857:mishnah.Keritot.4:mishnah.Niddah.4:midrash.Yalkut_Shimoni_on_Nach.857:midrash.Sifrei_Devarim.57:midrash.Yalkut_Shimoni_on_Nach.563:midrash.Bereishit_Rabbah.3:midrash.Sifrei_Bamidbar.69:midrash.Sifrei_Bamidbar.69:midrash.Midrash_Tehillim.103:midrash.Yalkut_Shimoni_on_Nach.857:::midrash.Seder_Olam_Rabbah..23:yerushalmi.Berakhot.9:	midrash.Midrash_Tehillim.103:yerushalmi.Horayot.26:yerushalmi.Niddah.24:midrash.Midrash_Tehillim.103:midrash.Midrash_Tanchuma_Buber.Sh'lach.12:midrash.Yalkut_Shimoni_on_Torah.117:yerushalmi.Chagigah.44:midrash.Yalkut_Shimoni_on_Torah.721:midrash.Yalkut_Shimoni_on_Torah.721:::::midrash.Yalkut_Shimoni_on_Nach.236:yerushalmi.Berakhot.125:
ביעני  אבל או לך דבר שהוא אצלך באם ובלילה אמור לי באיזה	midrash.Midrash_Tehillim.103	II_Samuel.13	midrash.Yalkut_Shimoni_on_Nach.857:::midrash.Seder_Olam_Rabbah..23:yerushalmi.Berakhot.9::midrash.Yalkut_Shimoni_on_Nach.412:midrash.Yalkut_Shimoni_on_Nach.412:midrash.Midrash_Tanchuma_Buber.Tazria.7:midrash.Yalkut_Shimoni_on_Nach.857:midrash.Yalkut_Shimoni_on_Nach.960:::bavli.Rosh_Hashanah.37:bavli.Tamid.63:	:::midrash.Yalkut_Shimoni_on_Nach.236:yerushalmi.Berakhot.125::::yerushalmi.Beitzah.19:midrash.Midrash_Tehillim.103::::bavli.Taanit.35:midrash.Ein_Yaakov.Tamid.4:
מקום הוא וזה הנפש שהוא נתונה בגופך ואין אתה יודע היכן	midrash.Midrash_Tehillim.103		::bavli.Rosh_Hashanah.37:bavli.Tamid.63:midrash.Yalkut_Shimoni_on_Torah.900:midrash.Midrash_Tehillim.103:midrash.Yalkut_Shimoni_on_Torah.561::::midrash.Midrash_Tanchuma_Buber.Toldot.4:::midrash.Midrash_Tanchuma.Toldot.13:midrash.Yalkut_Shimoni_on_Torah.397:	::bavli.Taanit.35:midrash.Ein_Yaakov.Tamid.4:midrash.Sifrei_Devarim.124:midrash.Sifrei_Devarim.13:midrash.Shemot_Rabbah.26:::::::midrash.Midrash_Tanchuma_Buber.Bechukotai.4:bavli.Sanhedrin.12:
היא אל איני אדע אל רג תיפח נפשיה דההוא גברא  ומה נפש 	bavli.Bava_Metzia.171	Genesis.33	::midrash.Midrash_Tanchuma.Toldot.13:midrash.Yalkut_Shimoni_on_Torah.397:midrash.Midrash_Tanchuma.Beshalach.20:midrash.Yalkut_Shimoni_on_Torah.98:midrash.Midrash_Tanchuma_Buber.Vayera.26:yerushalmi.Yevamot.134:bavli.Bava_Metzia.191:midrash.Midrash_Tanchuma_Buber.Appendix to Korach.1::bavli.Bava_Metzia.171:bavli.Bava_Metzia.171:midrash.Yalkut_Shimoni_on_Nach.857::	::midrash.Midrash_Tanchuma_Buber.Bechukotai.4:bavli.Sanhedrin.12:tosefta.Sanhedrin.1:midrash.Yalkut_Shimoni_on_Nach.632:bavli.Gittin.37:bavli.Yevamot.184:bavli.Gittin.163:::midrash.Ein_Yaakov.Bava Metzia.7:bavli.Avodah_Zarah.82:midrash.Yalkut_Shimoni_on_Nach.1059::
שהיא איצלך אמם ולילה איו אתה יודע היכן היא הק על אחת 	bavli.Bava_Metzia.171	Psalms.105	:bavli.Bava_Metzia.171:bavli.Bava_Metzia.171:midrash.Yalkut_Shimoni_on_Nach.857::midrash.Midrash_Tanchuma.Lech Lecha.12:midrash.Yalkut_Shimoni_on_Nach.857:::bavli.Zevachim.136:midrash.Yalkut_Shimoni_on_Torah.233:midrash.Yalkut_Shimoni_on_Torah.397:midrash.Yalkut_Shimoni_on_Torah.397:midrash.Midrash_Tanchuma.Beshalach.20:midrash.Pesikta_D'Rav_Kahanna.4:	:midrash.Ein_Yaakov.Bava Metzia.7:bavli.Avodah_Zarah.82:midrash.Yalkut_Shimoni_on_Nach.1059::midrash.Midrash_Tehillim.19::::midrash.Tanna_Debei_Eliyahu_Rabbah.24::midrash.Midrash_Tanchuma_Buber.Vayishlach.23:bavli.Sanhedrin.12:tosefta.Sanhedrin.1:midrash.Mekhilta_DeRabbi_Shimon_Bar_Yochai..20:
