DocName	MatchingDocName	MatchPercentage	Doc	MatchingDoc
Magnificant_0193	Magnificant_0222	12	והשמות הנעלמים מחס"ד להוציא הכח אל הפועל הנכתבים בע"ב גשרי החסד היוצאים מצירוף ויס"ע ויב"א וי"ט בגמטריא חסד בזה השם נשתמש מרע"ה כשבקע הים נקרא שם בן ע"ב ומהם הנ"ד מרובעים ג"כ	והשמות הנעלמים מגבורה להוציא הכח אל הפועל הנכתבים במ"ב מיני אש מגבורה היוצאים מבראשית מלת תוהו השם מבן מ"ב היה יוצא מפי כהן גדול ביום הכיפורים כדי שיפחדו העם
Magnificant_0222	Magnificant_0193	13	והשמות הנעלמים מגבורה להוציא הכח אל הפועל הנכתבים במ"ב מיני אש מגבורה היוצאים מבראשית מלת תוהו השם מבן מ"ב היה יוצא מפי כהן גדול ביום הכיפורים כדי שיפחדו העם	והשמות הנעלמים מחס"ד להוציא הכח אל הפועל הנכתבים בע"ב גשרי החסד היוצאים מצירוף ויס"ע ויב"א וי"ט בגמטריא חסד בזה השם נשתמש מרע"ה כשבקע הים נקרא שם בן ע"ב ומהם הנ"ד מרובעים ג"כ
Magnificant_0231	Magnificant_0824	15	בכל מה שיושכל בפועל השכל והמשכיל והמושכל דבר אחד והשכל ההווה בפועל המושכל	שגם בצלם ובדמות האדם המתדמה בדמות כמראה אדם עליו מלמעלה ר"ל כמלאכים ולשוב שכלו משכיל ומושכל דבר אחד בלתם נפרד בעת הפעל הסוד נאמר היום הזה ראינו ידבר אלהים האדם וחי
Magnificant_0231	Magnificant_0705	15	בכל מה שיושכל בפועל השכל והמשכיל והמושכל דבר אחד והשכל ההווה בפועל המושכל	הנה ה' יתברך המושכל הראש וסוף השלהבת שכל האדם הנשפע מסוף הנפרדים ואמצעיות השלהבת רמז לשאר השכלים הקרובים והרחוקים הקרוב יותר אל הנר הרמוז קבל יותר מהאור תבין שהאמצעי בין האדם ובין בוראו  השכל הנמצא בנו בפועל וכשתדבק הנפש בשכל חלק אחר חלק ותחבר סופם לראשם תמצא הכל אחת וזהו המכוון בשכל משכיל מושכל נא ידעת שהבורא והמלאך והשכל דבר אחד
Magnificant_0232	Magnificant_0884	24	השכל שם לדבר המנהיג הכל שהוא הסבה הראשונה לכל נקרא צורת השכל: וגם שכל לדבר הנפרד מכל חומר נשפע מהסבה הראשונה באמצעות השפע ההוא מנהיג הדבר הראשון השמים המתנועעים אמנם ית' שכל פשוט: גם שכל שם לסבה הראשונה הקרובה הפועלת לכל מה שלמטה השמים השכל הפועל בנפש האדם: שכל ג' מדרגות שלשתן עצמות אחד הי"ת ושפעו הנבדל ושפע שפעו הדבק בנפש והנפש דבקה דבוק אמיץ עם היות שניהם עצמות אחד:	השכל[אס]  העליון יתברך נקרא צורת השכל צורה ופועל ותכלית מקיף הכל ג' מדרגות שכל השם יתבר' ושפעו הנבדל ממנו ושפע שפעו הדבק בנפש והנפש דבקה דבוק אמיץ עם היות שניהם ג"כ עצמות אחד לאדם העליון ד' נפש ושכל נשפע ושכל נבדל וסבה ראשונה לכל ד' לאדם התחתון ג"כ נפש ושכל נשפע ושכל נבדל וסבה ראשונה לכל. הסב' הראשונה כולל הכל והיא אחת לכל והשכלים רבים הנבדלים ||
Magnificant_0269	Magnificant_0892	16	על ההויות המקיפות זו זו שאמרו רז"ל כשם ששכינה למעלה כך שכינה למטה המים העליונים ממי החסד והרקיע המבדיל בין מים עליונים לתחתונים ת״ת:	סוד מים העליונים והרקיע המבדיל בין מים למים בארבע ת"ת ברקיע בין מים העליונים המתוקים למים התחתונים המלוחים ממ"ה  והרקיע כעין הקרח הנורא החיות גם מבדיל בין ההויות העליונות והתחתונות הנזכרי' בשם מים והחלק האמצעי האויר נקרא רקיע המבדיל בין מים  ובמוחו אדם שמלם  מקפת ודבקה  וחמשית ובין גלגל וגלגל גשם שומר בלתי מתנועע תמונתו ואותו מקום קראו
Magnificant_0269	Magnificant_0980	12	על ההויות המקיפות זו זו שאמרו רז"ל כשם ששכינה למעלה כך שכינה למטה המים העליונים ממי החסד והרקיע המבדיל בין מים עליונים לתחתונים ת״ת:	והרקיע ראשי החיות   כעין הקרח הנורא   ר"ל האבנים טובות ומרגליות מאיר השמים כנר שמאיר הבית וכשמש שמאיר בגבורה בצהרים שנאמ' ונהורא עמיה שריה    ואילולי הרקיע היה העולם נבלע המים שלמעלה למעלה ממנו מים ולמטה ממנו מים מבדיל בין מים למים בין מים העליונים למים התחתונים שנ' יהי רקיע בתוך המים ויהי מבדיל בין מים למים
Magnificant_0275	Munic_448_0025	21	על המקום נאמ' מוליך לימין משה זרוע תפארתו נשמר מדרך הנחש עלי צור  חטאו אדם וסוד נעימות בימינך נצח ע"ה נכנס באהל מועד לפנים מבלי הריסה וקיצוץ בכל ביתו נאמן וידבר יי"י אליו מאהל מועד ופנים בפנים	צבאות והנצחיים ע״י העט׳  אלוהים. אלוהים על זה המקו׳ נאמ׳ מוליך לימין משה זרוע תפארתו ועוד רמז נעימות בימינך נצח.
Magnificant_0281	Magnificant_0897	45	השמות הנעלמים היוצאים הכח אל הפועל מהוד הנכתבים סביבו כאשר תראה	השמות הנעלמים היוצאים הכח אל הפועל מנצ"ח הנכתבים סביב כאשר תראה ויוצא מפסוק פי ה' יחנו פי ה' יסעו
Magnificant_0281	Magnificant_0290	36	השמות הנעלמים היוצאים הכח אל הפועל מהוד הנכתבים סביבו כאשר תראה	השמות הנעלמים היוצאים הכח אל הפועל מיסוד הנכתבים סביב
Magnificant_0287	Halfan_0156	18	אל חי כלול מהכל נקרא כ"ל והרמז אני ה' עושה כ"ל.	יסו"ד  כל דבר אחרון יקרא יסוד ובהיות העשירית כלולה בת"ת היה יסוד אחרון באצילות שנא' וצדיק יסוד עולם  עמוד פי' בהיותו אחרון באצילות ועשירי מלמעלה למטה וע"כ נתוסף בו יו"ד כי שמו צדק ויו"ד בצרופו כזה יו"ד וד"י וי"ד די"ו דו"י יד"ו כלל הכל בגי' עמו"ד וע"ז ארז"ל העולם שהוא העט' עומד תחת עמוד אחד שהוא יסוד: שלום כל מכריע בין שני הפכים נקר' שלום:  סכת שלום בהיותה שבת וע"י שישראל שומרים את השבת עושים שלום לכל פמליא של מעלה ומקבלים נפש יתירה וזה נרמז במלת סכך רמז לאותה השפעה הנמשכת להם וע"כ תקנו לומ' בשבת פורס סכת שלום עלינו וכו': עורו של לויתן כבר ידעת כי הלויתן רמז לת"ת ועורו ליסוד כי כל דבר תחתון יקרא מלבוש למה שלמעלה ממנו והעור הוא כנוי ללבוש. ועוד הוא רמז כי בכלות הנשמות הענושות יתחילו להתפשט מן הנשמות החדשות היסו"ד וזה מורה התפשטות הלבוש שהוא מורה בלשון עור וע"ז אז"ל אין בן דוד בא עד שיכלו נשמות שבגוף  והטעם כי נשמת משיח <היא> חדשה ע"כ אין אותם הנשמות זוכות לצאת עד שיכלו הענושות: פ"א מצורף אל מה שארז"ל חדר א' יש בשמים וגוף שמה  ולשון חד"ר נוט' ח'סד ד'ין ר'חמים וכבר ידעת כי הוא גואל קרוב ומלת יכלו לשון התחלה ר"ל אין בן דוד בא עד שיתחילו להתפשט הנשמות החדשות עם גואל קרוב שהוא כולל ד' רגלי המרכבה ואז בן ישי בא: עוד ללמה דאמי'  עד שיכלה פרוטה מן הכיס   הטעם כי מלת פרוטה רמז לנחש הקדמוני שהוא פרטי שממנו מתגלה התאוה ויש לו פעולה מיוחד ופרטית אליו כשיכלה אותו הכח מן חו"ה ויסתלק הזוהמא ההיא אזי הכיס שהיא מלה מורכבת מכ"ס י"ה כי אין הכסא שלם והשם שלם  שהוא רמז לפועלי' אזי בן ישי בא ויהיה השם אחד ושמו אחד ואז יהיה סוד היבמה פנימה עם גואל קרוב: בת זוגו של לויתן כל דבר תחתון יקרא נקבא למה שלמעלה ממנו: קדש כל שביעי הוא קדש וקדש בגי' ד"ת שהיא התורה הקדושה הנמשכת מן הש"ה הנק' קדש קדשים: כל  פי' שהיה אחרון באצילות והיה כלול דין הכל נקרא כל: חי העולמים העולמים הם ו' קצוות שכל א' מהם נקרא עולם והיסוד הוא כמו הנקודה מרכז העגולה ואין לקצוות מציאות בלתי הנקודה ולא הנק'  לנקודה מציאות בלתי הקצוות ע"כ יסתום מאמר האומרי' חֵי העולמים אלא חַי העולמי': נהר פי' נ"ר ה' כי היסוד הוא שלום הבית כמו שאמרו בערב שבת בנר של שבת:
