DocName	MatchingDocName	MatchPercentage	Doc	MatchingDoc
Brescia_0085	Halfan_0022	15	כינויו של אלהים אמצע מדתו אש שחורה בכינויו גבו"ר פוק"ד עון משפ"ט גמו"ל	אדיר. חזק. שופט. דיין. כביר כח. איש מלחמה. גבור. פוקד עון. משלם גמול. שור. גבורה. שור הבר. זהב. לוי. אף. מדת הדין הקשה. אש שחורה. אש ממים. צפון. יצחק הזקן. גבריאל. קדושה. יראה. נסיון. הר. אלהינו. מושיע. מזבח הזהב. ארגמן. יום רביעי לסדר מספר הימים. מחריב. פשתן. מראות הלילה. פרשה רביעית של תפילין. רגל שני במרכבה. שלחן. משפט. זרוע שמאל. לילה. צור. תרועה. מכאן נמשך כח נחש הקדמוני. וכחו של סמאל. וכחו של לבן הארמי. וכחו של עשו. וכחו של עמלק.
Brescia_0086	Brescia_0084	20	כינויו של אלהים לצד שמאל הסמוך לקו האמצע"י אש אדומה חז"ק גבו"ר כ"ח אי"ש מלחמ"ה	כינויו של אלהים מצד שמאל הגמורה באש חשוכה
Brescia_0087	Brescia_0031	18	כיניו של יו"ד ה"א וא"ו ה"א לצד שמאל האמצעי רוח באש הנקראת אדומה אמ"ת מרו"ם ר"ם	סוד החכמה היא סוד אות של שם יו"ד ה"א וא"ו ה"א והכתר העליון הוא הנאחז בקוצה ועליה נאמר עלה במחשבה והיא הנקרא חכמה ונקראת בכל מקום י"ש וזו היא הנחלה הגנוזה להתעדן לצדיקים לעתיד ועליה נאמ' להנחיל אוהבי י"ש ומן הספירות החכמה למטה הן סדריה הדינין ואין דרך להכנס לידיעת זה לשום נברא בעולם וכל מעשה בראשית בה תעשיה  לפי שהיא קדמה לכל והיא הנקרא' ראשית וכת' כלם בחכמה עשית
Brescia_0111	Halfan_0025	20	כינויו של ידוד האמצעי רוח ברוח נוצר חסד שוכן וקדוש	[נורא נוש"א עון. עוב"ר על פשע. אמת.] דרום. רם. נוצר חסד. שוכן [עד. קדוש. מכ]ריע ראשון. בריח התיכון. קו האמצעי. [חתן המלך. אני] הוא. אתה. זכר. אדם. יעקב. איש. [פה. עין.] אספקלריאה המאירה. רקיע מבדיל. [זה. חמה. מאור] הגדול. אור. מדת יום. פועל אמת. [מים מזוגים. מ]דת רחמים. כסא. מראה. משפט. שמים. א[נכי. צבע] לבן הנוטה לאודם. ואלהי יעקב. וידבר. תפלה. צדקה. בעל הבית. ירושלים [ש]ל מעלה. ספר [תורה]. עדן. צרור החיי'. שופר. תקיעה. שם [המיוחד.] נורא. זכור. אב הרחמים. רוח. אויר. [ראש.] נקודת שורק. שלש נקודות. רום בשורק. מצה. מזרח. מזבח העולה. מקום. פנים המאירים. לויתן זכר. תורה שבכתב. מצות עשה. אש לבנה. דעת. עץ החיים. גוף האילן. [משה.] אוריאל. כח. גדול. יום [ראשון]. ישראל סבא. זכרינו. שדים. לשון. רגל שלישי ל[מרכבה].
Brescia_0115	Brescia_0014	16	נקראת על שם שמנצח כל מלחמות ישראל ועל זה נאמר נצח ישראל	וכל אדם שמתכוין ורצה לשאול דבר כל שאלותיו ובקשותיו יוצאין מן המקום הזה להשפיע עליו אם לא גרם חטאו של אדם כי יש שאלה מאת הכתר העליון ואם עונותיו מרובין ואינו ראוי לזאת השאלה והמתנה לוקחין אותה ומכניסין אותה בספירת הגבורה שהיא הדין הגמורה והיא הנקרא צפון על שם שאין לו שם <אות> מסויימת לפי שאין לו שעור גבולו לפי'  נרמז בקוצו של יו"ד.
Brescia_0115	Brescia_0132	25	נקראת על שם שמנצח כל מלחמות ישראל ועל זה נאמר נצח ישראל	ועל זה נאמר בדוד הנה הוא אדמוני על שם שנוצח על המקטרגים
Brescia_0119	Halfan_0152	27	נצח הוד יסוד נקרא' בדרך כללי שלשתן צבאות ועל זה נאמר במראות הצובאות אשר צבאו פתח אהל מועד	ודע כי זהו מקום שאלת הבנים ומשם נכנסי' וחנה אמרה ייי' צבאות א[ם] ראה תראה וכ[ו'] עד ונתת לאמתך זרע אנשים  ובמקום הזה מראו[ת] הצובאות אשר צבאו פתח אהל מוע[ד] וזהו סוד צבאות ייי' למעלה ולמט[ה] ואשר מימין נקר[א] נצ"ח שהוא מנצ[ח] כמו שכתבנו [וא]שר [מ]שמאל נקרא הו"ד וזהו הו"ד מלכות ומקור ההודאות כלם. ונצ"ח והו"ד הם סוד יכי"ן ובוע"ז והם סוד שחקים בכל מקום וה[ם] טוחני' מן לצדיקי' לצד"ק וצדי"ק ושאר הצדיקים הדבקים בהם ובהם סוד הצדקה ולנו בושת הפ[נים]  בסוד היבשה והם עצם השמים לטוהר  ומהם ינקו הנביאים נבוא' ולפיכך אומר כה אמר ה' צבאות  והם מקום עצה של מעלה כי ייי' צבאות יעץ ומ"י יפירנה  לע[ומת] העצה יסירנה  אלו שני הצדדי[ם] שהם נצח והוד שם היה דוד [   ] בחיילות וצריך מגן:
Brescia_0123	Brescia_0031	30	זאת היא הנקראת לשמה ובמקום הזה גומרין הדין וזו היא הנקראת בכל מקום	סוד החכמה היא סוד אות של שם יו"ד ה"א וא"ו ה"א והכתר העליון הוא הנאחז בקוצה ועליה נאמר עלה במחשבה והיא הנקרא חכמה ונקראת בכל מקום י"ש וזו היא הנחלה הגנוזה להתעדן לצדיקים לעתיד ועליה נאמ' להנחיל אוהבי י"ש ומן הספירות החכמה למטה הן סדריה הדינין ואין דרך להכנס לידיעת זה לשום נברא בעולם וכל מעשה בראשית בה תעשיה  לפי שהיא קדמה לכל והיא הנקרא' ראשית וכת' כלם בחכמה עשית
Brescia_0127	Halfan_0113	16	גם לספירה הזאת יש לה עשרה נמשכין ועשרה בנויין מצד גבורות אלהים	<חכמה 1> ספירת החכמה היא א' תחלת מחשבת החכמה הנאחזת בכתר הנקרא אין סוף שהוא סוד המציאות [הנסתר]ת והחכמה נ[קראת ב]כל מקום ע[ומק ועליה] אמר הכת[וב ממעמקי]ם קראתיך [ייי ונאמר] מאד עמקו מחשבותיך לפי שהוא סוד המחשבה ואין דרך להגיע לה אלא ע"י הבינה. שנאמ׳ מים עמוקי׳ עצה בלב איש ואיש תב' תבונות ידלנה. ונא׳ רחוק מה שהיה ועמוק עמוק מי ימצאנה וזהו סוד עומק רום עומק תחת ועומק מזרח ועומק מערב ועומק שהיא מקפת כל הספירות תחת הכתר וכל הנמצאי׳ ככל האומות אינם משיגי׳ לשם והיא סוד אותיות יו"ד של הוי"ה ית' והכתר העליון נאחזת בקוצה ועליה נאמר בכל מקום עלה במחשבה. ונקראת חכמה ראשונה ונקראת בכל מקום עד"ן ונקראת י"ש כענין שנא' להנחיל אוהבי י"ש ואוצרותיהם אמלא. ומספירת חכמה ולמטה סדרי הדיינים וכל הגוונים. ופנים ואחור ולבן ושחור ואין דרך ואין עניין ליכנס לידיעת דבר זה לשום נברא בעולם לדעת דבר על בוריו. (ועל) <חכמה 2> ועל ספירות הללו נאמר וחנותי את אשר אחון ורחמתי וגו׳. והספירה הזאת יש לה ל"ב מבועין שבהן נאצלו ל"ב נתיבות חכמ"ה וכל מעשה בראשית בה נעשו לפי שהיא נקראת ראשית וכתי׳ כלם בחכמה עשית מלאה הארץ קנייניך. ונאמר בר"א שי"ת בר"א אלהים את והנה חותם כל התכונה וכל מיני האצילות.
Brescia_0132	Brescia_0115	25	ועל זה נאמר בדוד הנה הוא אדמוני על שם שנוצח על המקטרגים	נקראת על שם שמנצח כל מלחמות ישראל ועל זה נאמר נצח ישראל
